2024-11-26 15:27:07.636 | INFO     | __main__:check_and_load_model:117 - =============================================
2024-11-26 15:28:57.691 | INFO     | __main__:perform_translation:98 - 自研模型翻译结果是>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
2024-11-26 15:28:57.719 | INFO     | __main__:perform_translation:94 - 用户的输入是today is tuesday
2024-11-26 15:28:57.891 | INFO     | __main__:perform_translation:98 - 自研模型翻译结果是今天是星期二
2024-11-26 15:29:02.403 | INFO     | __main__:perform_gpt_translation:169 - GPT-4o翻译结果是今天是星期二。
2024-11-26 15:29:10.601 | INFO     | __main__:check_and_load_model:117 - =============================================
2024-11-26 15:29:10.601 | INFO     | __main__:check_and_load_model:119 - 时间: 2024-11-26 15:29:10
2024-11-26 15:29:11.102 | INFO     | __main__:check_and_load_model:124 - 选择的源语言: 英文 (en), 目标语言: 意大利语 (it)
2024-11-26 15:29:11.103 | INFO     | __main__:check_and_load_model:125 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-en-it-final
2024-11-26 15:29:12.214 | INFO     | __main__:perform_translation:94 - 用户的输入是today is tuesday
2024-11-26 15:29:17.785 | INFO     | __main__:perform_translation:98 - 自研模型翻译结果是Oggi è martedì
2024-11-26 15:29:23.095 | INFO     | __main__:perform_gpt_translation:169 - GPT-4o翻译结果是oggi è martedì
2024-11-26 15:33:03.402 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 15:33:03.403 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 15:33:03
2024-11-26 15:33:07.123 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 15:33:07.124 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 15:33:07
2024-11-26 15:33:07.625 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 中文 (zh), 目标语言: 英文 (en)
2024-11-26 15:33:07.625 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-zh-en-final
2024-11-26 15:33:23.244 | INFO     | __main__:perform_translation:95 - 用户的输入是此代码封装了之前所有功能为 TranslationApp 类，并通过 launch_app 方法启动 Gradio 界面
2024-11-26 15:33:24.606 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是This code encapsulates all previous functions as the TranslationApp class and starts the Gradio interface using the launch_app method.
2024-11-26 15:33:27.966 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是this code encapsulates all previous functionalities into a translationapp class and launches the gradio interface via the launch_app method.
2024-11-26 15:33:54.230 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 15:33:54.231 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 15:33:54
2024-11-26 15:33:54.732 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 中文 (zh), 目标语言: 英文 (en)
2024-11-26 15:33:54.732 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-zh-en-final
2024-11-26 15:33:55.879 | INFO     | __main__:perform_translation:95 - 用户的输入是我想去吃烧烤
2024-11-26 15:33:56.154 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I want to eat barbecue.
2024-11-26 15:34:07.443 | INFO     | __main__:perform_translation:95 - 用户的输入是周一，斯坦福大学医学院的科学家宣布，他们发明了一种可以将细胞按类型分类的新型诊断工具：一种可打印的微型芯片。这种芯片可以使用标准喷墨打印机制造，每片价格可能在一美分左右。
2024-11-26 15:34:09.114 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是On Monday, scientists at Stanford University School of Medicine announced that they have invented a new diagnostic tool that can classify cells by type: a printable microchip. This chip can be made using a standard inkjet printer, and the price per chip may be around one cent.
2024-11-26 15:38:52.264 | INFO     | __main__:perform_translation:95 - 用户的输入是11 点 20 分，警察要求抗议者退回到人行道，并告知抗议者，在行使抗议权利时，务必考虑到越来越拥堵的公共交通问题。
2024-11-26 15:38:53.814 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是At 11:20, the police asked the protesters to retreat to the sidewalk and informed them that when exercising their protest rights, they must consider the increasingly congested public transportation issues.
2024-11-26 15:40:55.730 | INFO     | __main__:perform_translation:95 - 用户的输入是他当晚的第二个进球是他本赛季的第60个进球，成为自1995-96赛季以来首位在一个赛季中打进60个或更多进球的球员——在1995-96赛季，亚罗米尔·雅格和马里奥·拉缪都达到了这一里程碑。
2024-11-26 15:40:57.317 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是His second goal of the night was his 60th goal of the season, becoming the first player to score 60 or more goals in a single season since the 1995-96 season—in the 1995-96 season, Yaromir Jager and Mario Rameau both reached this milestone.
2024-11-26 15:43:58.137 | INFO     | __main__:perform_translation:95 - 用户的输入是“有些人可能不同意，但我不在乎。”
2024-11-26 15:43:58.592 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是"Some people may disagree, but I don't care."
2024-11-26 15:44:15.917 | INFO     | __main__:perform_translation:95 - 用户的输入是科曼的政策让计划生育计划搁浅，因为在等待众议员克里夫·斯特恩斯 (Cliff Stearns) 执行的计划生育计划资金支出和报告调查结果。
2024-11-26 15:44:16.944 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Koeman's policy has put the family planning on hold because of the expenditure on family planning funds awaiting Congressman Cliff Stearns' execution and the results of the report.
2024-11-26 16:26:10.938 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 16:26:10.938 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 16:26:10
2024-11-26 16:26:35.956 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 16:26:35.956 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 16:26:35
2024-11-26 16:26:36.457 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 英文 (en), 目标语言: 中文 (zh)
2024-11-26 16:26:36.458 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-en-zh-final
2024-11-26 16:26:43.119 | INFO     | __main__:perform_translation:95 - 用户的输入是Human-like Voice
2024-11-26 16:26:43.328 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是人性化的声音
2024-11-26 16:26:48.935 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是人类般的声音
2024-11-26 16:26:52.361 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 16:26:52.363 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 16:26:52
2024-11-26 16:26:58.369 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 16:26:58.369 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 16:26:58
2024-11-26 16:26:58.870 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 中文 (zh), 目标语言: 英文 (en)
2024-11-26 16:26:58.871 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-zh-en-final
2024-11-26 16:27:06.223 | INFO     | __main__:perform_translation:95 - 用户的输入是c
2024-11-26 16:27:06.490 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I like learning new languages.
2024-11-26 16:27:06.579 | INFO     | __main__:perform_translation:95 - 用户的输入是chao
2024-11-26 16:27:06.757 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Chao
2024-11-26 16:27:07.540 | INFO     | __main__:perform_translation:95 - 用户的输入是超
2024-11-26 16:27:07.715 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Super
2024-11-26 16:27:08.903 | INFO     | __main__:perform_translation:95 - 用户的输入是c
2024-11-26 16:27:09.163 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I like learning new languages.
2024-11-26 16:27:09.261 | INFO     | __main__:perform_translation:95 - 用户的输入是cao
2024-11-26 16:27:09.434 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是CAO
2024-11-26 16:27:09.614 | INFO     | __main__:perform_translation:95 - 用户的输入是草
2024-11-26 16:27:09.790 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Grass.
2024-11-26 16:27:16.343 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是grass
2024-11-26 16:27:20.381 | INFO     | __main__:perform_translation:95 - 用户的输入是y
2024-11-26 16:27:21.353 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是The weather is really nice today.
2024-11-26 16:27:21.449 | INFO     | __main__:perform_translation:95 - 用户的输入是yiwa
2024-11-26 16:27:21.620 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是YIWA
2024-11-26 16:27:21.704 | INFO     | __main__:perform_translation:95 - 用户的输入是yiwang
2024-11-26 16:27:21.873 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Yiwang
2024-11-26 16:27:21.907 | INFO     | __main__:perform_translation:95 - 用户的输入是yiwange
2024-11-26 16:27:22.078 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Yiwange
2024-11-26 16:27:22.262 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个
2024-11-26 16:27:22.466 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten thousand.
2024-11-26 16:27:22.516 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个c
2024-11-26 16:27:22.735 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten thousand Cs.
2024-11-26 16:27:22.819 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个cao
2024-11-26 16:27:23.035 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten thousand ACOs.
2024-11-26 16:27:23.275 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个草
2024-11-26 16:27:23.468 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten thousand grasses.
2024-11-26 16:27:23.529 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个草ni
2024-11-26 16:27:23.746 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten thousand grasses
2024-11-26 16:27:23.833 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个草nima
2024-11-26 16:27:24.104 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten thousand grass NIMA
2024-11-26 16:27:24.290 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个草你妈
2024-11-26 16:27:24.556 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten thousand grasses, your mother.
2024-11-26 16:27:24.647 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个草你妈fei
2024-11-26 16:27:24.908 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten Thousand Grass Your Mother Fei
2024-11-26 16:27:25.004 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个草你妈feigu
2024-11-26 16:27:25.318 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten Thousand Mothers Feigu
2024-11-26 16:27:25.365 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个草你妈feiguo
2024-11-26 16:27:25.740 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten Thousand Mothers Feiguo
2024-11-26 16:27:25.825 | INFO     | __main__:perform_translation:95 - 用户的输入是一万个草你妈飞过
2024-11-26 16:27:26.158 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Ten thousand grasses have flown by your mother.
2024-11-26 16:27:31.050 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是ten thousand f***s fly over you.
2024-11-26 16:27:31.090 | INFO     | __main__:perform_translation:95 - 用户的输入是W4 AI Interpreter Earbuds
2024-11-26 16:27:31.498 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是W4 AI 解释器耳塞
2024-11-26 16:27:38.477 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是W4 AI 翻译耳塞
2024-11-26 16:27:40.033 | INFO     | __main__:perform_translation:95 - 用户的输入是c
2024-11-26 16:27:40.295 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I like learning new languages.
2024-11-26 16:27:40.389 | INFO     | __main__:perform_translation:95 - 用户的输入是cao
2024-11-26 16:27:40.563 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是CAO
2024-11-26 16:27:40.747 | INFO     | __main__:perform_translation:95 - 用户的输入是草
2024-11-26 16:27:42.850 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Grass.
2024-11-26 16:27:42.909 | INFO     | __main__:perform_translation:95 - 用户的输入是caonima
2024-11-26 16:27:43.084 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Canonima
2024-11-26 16:27:43.463 | INFO     | __main__:perform_translation:95 - 用户的输入是草泥马
2024-11-26 16:27:43.688 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Grass and mud horses.
2024-11-26 16:27:49.975 | INFO     | __main__:perform_translation:95 - 用户的输入是Interpreter Earbuds
2024-11-26 16:27:50.046 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是grass mud horse
2024-11-26 16:27:50.168 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是解释耳塞
2024-11-26 16:27:51.036 | INFO     | __main__:perform_translation:95 - 用户的输入是Interpreter Earbud
2024-11-26 16:27:51.276 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是解释者耳塞
2024-11-26 16:27:51.291 | INFO     | __main__:perform_translation:95 - 用户的输入是Interpreter Earbu
2024-11-26 16:27:51.545 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是解释者厄尔布
2024-11-26 16:27:51.596 | INFO     | __main__:perform_translation:95 - 用户的输入是Interpreter Earb
2024-11-26 16:27:51.851 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是解释者 厄尔布
2024-11-26 16:27:52.002 | INFO     | __main__:perform_translation:95 - 用户的输入是Interpreter Ea
2024-11-26 16:27:52.197 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是解释者 Ea
2024-11-26 16:27:52.256 | INFO     | __main__:perform_translation:95 - 用户的输入是Interpreter E
2024-11-26 16:27:52.430 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是解释者E
2024-11-26 16:27:52.512 | INFO     | __main__:perform_translation:95 - 用户的输入是Interpreter 
2024-11-26 16:27:52.657 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是翻译
2024-11-26 16:28:13.200 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 16:28:13.201 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 16:28:13
2024-11-26 16:28:16.573 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 16:28:16.573 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 16:28:16
2024-11-26 16:28:17.074 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 英文 (en), 目标语言: 中文 (zh)
2024-11-26 16:28:17.075 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-en-zh-final
2024-11-26 16:28:18.243 | INFO     | __main__:perform_translation:95 - 用户的输入是草泥马
2024-11-26 16:28:26.331 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
2024-11-26 16:28:31.080 | INFO     | __main__:perform_translation:95 - 用户的输入是m
2024-11-26 16:28:31.225 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是m
2024-11-26 16:28:31.637 | INFO     | __main__:perform_translation:95 - 用户的输入是ma
2024-11-26 16:28:31.774 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是玛
2024-11-26 16:28:32.494 | INFO     | __main__:perform_translation:95 - 用户的输入是mar
2024-11-26 16:28:32.631 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是马克
2024-11-26 16:28:32.748 | INFO     | __main__:perform_translation:95 - 用户的输入是mari
2024-11-26 16:28:32.922 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是玛丽
2024-11-26 16:28:33.358 | INFO     | __main__:perform_translation:95 - 用户的输入是maria
2024-11-26 16:28:33.519 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是玛丽亚
2024-11-26 16:28:33.612 | INFO     | __main__:perform_translation:95 - 用户的输入是marian
2024-11-26 16:28:33.763 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是玛丽安
2024-11-26 16:29:19.639 | INFO     | __main__:perform_translation:95 - 用户的输入是For Your Work-life Balance
2024-11-26 16:29:24.745 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是为您的工作与生活平衡
2024-11-26 16:30:15.591 | INFO     | __main__:perform_translation:95 - 用户的输入是A 24-Hours-Online Interpreting Earbud to Fulfill Your Daily Needs
2024-11-26 16:30:16.065 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是24小时在线解读耳塞,以满足您的日常需求
2024-11-26 16:30:19.526 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是一款满足您日常需求的24小时在线翻译耳机
2024-11-26 16:30:41.794 | INFO     | __main__:perform_translation:95 - 用户的输入是A 24-Hou Fulfill Your Daily Needs
2024-11-26 16:30:44.481 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是24小时满足您的日常需求
2024-11-26 16:30:44.540 | INFO     | __main__:perform_translation:95 - 用户的输入是 Fulfill Your Daily Needs
2024-11-26 16:30:44.745 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是满足您的日常需求
2024-11-26 16:33:11.125 | INFO     | __main__:perform_translation:95 - 用户的输入是Your Multilingual Companion for Every Moment
Your Personal AI Interpreter on the Go
2024-11-26 16:33:11.703 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是您的多语言伴侣,随时随地为您提供个人AI翻译
2024-11-26 16:33:17.419 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是你的多语种伴侣，陪伴每一刻
您的私人 AI 口译员，随时随地
2024-11-26 16:33:37.759 | INFO     | __main__:perform_translation:95 - 用户的输入是Your Multilingual Companion for Every Moment

2024-11-26 16:33:38.105 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是您的多语种伴侣,适合每一个时刻
2024-11-26 16:33:43.341 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是你的每时每刻多语言伴侣
2024-11-26 16:36:15.588 | INFO     | __main__:perform_translation:95 - 用户的输入是Your Personal AI Interpreter on the Go

2024-11-26 16:36:15.910 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是你的个人人工智能随行翻译
2024-11-26 16:36:20.183 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是你的随身个人AI翻译器
2024-11-26 16:39:44.375 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 16:39:44.375 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 16:39:44
2024-11-26 16:39:50.623 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 16:39:50.624 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 16:39:50
2024-11-26 16:39:51.125 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 日语 (ja), 目标语言: 中文 (zh)
2024-11-26 16:39:51.125 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-ja-zh-final
2024-11-26 16:40:14.600 | INFO     | __main__:perform_translation:95 - 用户的输入是Timekettle自社開発の双方向同時通訳機能により、イヤホンを装着するだけで言語の壁を越え、まるで同郷の友人と話しているかのようなスムーズで自然なコミュニケーションを実現します。
2024-11-26 16:40:15.723 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Timekettle自有开发的双向并发翻译功能使您能够通过佩戴耳机穿越语言障碍,实现顺畅自然的沟通,就像您在与同乡朋友交谈一样。
2024-11-26 16:40:26.287 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是timekettle自社開発の双方向同時通訳機能により、イヤホンを装着するだけで言語の壁を越え、まるで同郷の友人と話しているかのようなスムーズで自然なコミュニケーションを実現します。

通过timekettle自主开发的双向同声传译功能，只需戴上耳机即可跨越语言障碍，实现如同与同乡朋友交谈般流畅自然的沟通。
2024-11-26 16:49:56.784 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 16:49:56.785 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 16:49:56
2024-11-26 17:18:10.458 | INFO     | __main__:perform_translation:95 - 用户的输入是Media Translation

2024-11-26 17:18:10.644 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是媒体翻译
2024-11-26 17:18:15.554 | INFO     | __main__:perform_translation:95 - 用户的输入是Media Translation


2024-11-26 17:18:15.719 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是媒体翻译
2024-11-26 17:18:15.808 | INFO     | __main__:perform_translation:95 - 用户的输入是Media Translation
Media Translation

2024-11-26 17:18:16.044 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是媒体翻译 媒体翻译
2024-11-26 17:18:22.512 | INFO     | __main__:perform_translation:95 - 用户的输入是Media Translation
Media Translation
Media Translation
2024-11-26 17:18:22.838 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是媒体翻译 媒体翻译 媒体翻译
2024-11-26 17:18:25.782 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是媒体翻译
媒体翻译
媒体翻译
2024-11-26 17:18:39.166 | INFO     | __main__:perform_translation:95 - 用户的输入是Media Translation
Human-like Voice
2024-11-26 17:18:39.438 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是媒体翻译人性化的声音
2024-11-26 17:18:44.264 | INFO     | __main__:perform_translation:95 - 用户的输入是Media Translation
Human-like Voice

2024-11-26 17:18:44.543 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是媒体翻译人性化的声音
2024-11-26 17:18:44.621 | INFO     | __main__:perform_translation:95 - 用户的输入是Media Translation
Human-like Voice
Presentation Mode
2024-11-26 17:18:44.941 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是媒体翻译人性化语音呈现模式
2024-11-26 17:18:47.786 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是媒体翻译
人声
演示模式
2024-11-26 17:24:34.743 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是媒体翻译
人声
演示模式
2024-11-26 17:27:09.603 | INFO     | __main__:perform_translation:95 - 用户的输入是Media Translation
Human-like Voice
Presentation Mode

2024-11-26 17:27:09.935 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是媒体翻译人性化语音呈现模式
2024-11-26 17:27:10.011 | INFO     | __main__:perform_translation:95 - 用户的输入是Media Translation
Human-like Voice
Presentation Mode
Media Translation Mode -- for Easy Comprehension of Foreign Video
2024-11-26 17:27:10.629 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是媒体翻译人性化语音呈现模式 媒体翻译模式 -- 用于轻松理解外国视频
2024-11-26 17:27:13.450 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是媒体翻译
拟人化语音
演示模式
媒体翻译模式——便于理解外语视频
2024-11-26 17:53:38.622 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 17:53:38.623 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 17:53:38
2024-11-26 17:53:39.125 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 中文 (zh), 目标语言: 英文 (en)
2024-11-26 17:53:39.125 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-zh-en-final
2024-11-26 17:53:40.291 | INFO     | __main__:perform_translation:95 - 用户的输入是三脚猫功夫
2024-11-26 17:53:40.555 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Three-legged cat skills:
2024-11-26 17:53:56.757 | INFO     | __main__:perform_gpt_translation:170 - GPT-4o翻译结果是mediocre skills
2024-11-26 18:17:25.326 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 18:17:25.327 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 18:17:25
2024-11-26 19:45:38.179 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 19:45:38.180 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 19:45:38
